X,Area,Year,Date,Type,Sub.Area,Address,AddressArea,coordinates,latitude,longitude,BuildingType,LandArea,Pricepsf,Price,BuiltUp,State,CityArea.km2.,City.Town.Village,school.normalised,Population,CPI,Pop.Density,dis_Klcenter_km,time_Klcenter_min,dis_airport_km,time_airport_min,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_manufacturing_500,no_police_2km,no_bus_station_500m,no_school_1km
384,BATU ARANG,2016,1/4/16,Residential,PERUMAHAN KOS RENDAH BATU ARANG,JALAN DAMAI 3/1,"JALAN DAMAI 3/1, BATU ARANG",3.3057679+101.4496888,3.3057679,101.4496888,TERRACE HOUSE,NA,149,85000,569,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,48.09,40.7,90.58,78.47,1744.02,347.9,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,3
385,BATU ARANG,2016,9/27/2016,Industrial,"KOTA PUTERI, BANDAR BATU ARANG",OFF JALAN KUALA SELANGOR,"OFF JALAN KUALA SELANGOR, BATU ARANG",3.3057384+101.4490223,3.3057384,101.4490223,SEMI-D FACTORY,NA,185,2955280,NA,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,48.03,40.38,90.51,78.17,1345.77,273.93,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,3
386,BATU ARANG,2016,12/7/16,Residential,KOTA PUTRI BANDAR BARU BATU ARANG,LORONG 8/1C,"LORONG 8/1C, BATU ARANG",3.321635+101.4743711,3.321635,101.4743711,TERRACE HOUSE,NA,266,170000,639,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,44.45,42.38,96.84,83.77,3924.54,3934.05,5000,12000,349.84,NA,NA,NA,NA,1,0,1,NA,5
390,BATU ARANG,2016,9/9/16,Residential,PERUMAHAN KOS RENDAH BATU ARANG,JALAN DAMAI 2/1,"JALAN DAMAI 2/1, BATU ARANG",3.3046343+101.4451319,3.3046343,101.4451319,TERRACE HOUSE,NA,158,90000,569,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,47.82,40.1,90.3,77.87,1345.77,78.12,5000,12000,NA,NA,1,NA,NA,2,0,NA,NA,
391,BATU ARANG,2016,8/19/2016,Industrial,"KOTA PUTERI, BANDAR BATU ARANG",KOTA PUTERI SEKSYEN 6,"KOTA PUTERI SEKSYEN 6, BATU ARANG",3.3119828+101.4578442,3.3119828,101.4578442,SEMI-D FACTORY,NA,147,2517000,NA,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,49.44,41.65,91.92,79.42,1384.58,3724.57,5000,12000,1784.89,NA,NA,NA,NA,0,0,1,NA,3
392,BATU ARANG,2016,11/2/16,Residential,KOTA PUTRI BANDAR BARU BATU ARANG,JALAN KOTA PUTERI 5/1B,"JALAN KOTA PUTERI 5/1B, BATU ARANG",3.321635+101.4743711,3.321635,101.4743711,TERRACE HOUSE,NA,264,180000,682,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,44.45,42.38,96.84,83.77,1851.47,1209.29,5000,12000,349.84,NA,NA,NA,NA,1,0,1,NA,5
393,BATU ARANG,2016,11/10/16,Residential,KOTA PUTRI BANDAR BARU BATU ARANG,JALAN 5/11D,"JALAN 5/11D, BATU ARANG",2.8920804+101.8689001,2.8920804,101.8689001,TERRACE HOUSE,532,217,315000,NA,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,46.76,51.03,41.87,54.98,776.72,377.43,1594.9,8380.64,477.17,235.71,2,2,2,20,7,1,2,8
394,BATU ARANG,2016,7/14/2016,Industrial,"KOTA PUTERI, BANDAR BATU ARANG", OFF JALAN KUALA SELANGOR,"OFF JALAN KUALA SELANGOR, BATU ARANG",3.3057384+101.4490223,3.3057384,101.4490223,SEMI-D FACTORY,753,125,3056000,NA,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,48.03,40.38,90.51,78.17,1345.77,273.93,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,3
395,BATU ARANG,2016,3/7/16,Residential,"KAMPUNG SIMPAH UTARA&SELATAN, BATU ARANG",OC 8,"OC 8, BATU ARANG",2.8963787+101.8693975,2.8963787,101.8693975,BUNGALOW,657,8,60000,997,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,46.51,51.33,42.17,55.53,1143.2,230.04,1169.77,8810.75,668.84,55.38,2,2,2,20,5,1,3,8
398,BATU ARANG,2016,9/8/16,Residential,KOTA PUTRI BANDAR BARU BATU ARANG,JALAN KOTA PUTERI 5/8A,"JALAN KOTA PUTERI 5/8A, BATU ARANG",2.8996352+101.861814,2.8996352,101.861814,SEMI-D,517,118,290000,800,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,47.5,51.47,43.24,56.9,632.67,742.97,754.84,8431.51,835.34,426.5,2,3,3,20,10,1,1,10
401,BATU ARANG,2016,9/27/2016,Industrial,"KOTA PUTERI, BANDAR BATU ARANG",OFF JALAN KUALA SELANGOR,"OFF JALAN KUALA SELANGOR, BATU ARANG",3.3057384+101.4490223,3.3057384,101.4490223,SEMI-D FACTORY,912,185,2955280,NA,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,48.03,40.38,90.51,78.17,1345.77,273.93,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,3
402,BATU ARANG,2016,6/29/2016,Industrial,"KOTA PUTERI, BANDAR BATU ARANG", OFF JALAN KUALA SELANGOR,"OFF JALAN KUALA SELANGOR, BATU ARANG",3.3057384+101.4490223,3.3057384,101.4490223,SEMI-D FACTORY,657,206,3300000,NA,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,48.03,40.38,90.51,78.17,1345.77,273.93,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,3
403,BATU ARANG,2016,5/31/2016,Industrial,"KOTA PUTERI, BANDAR BATU ARANG",OFF JALAN KUALA SELANGOR,"OFF JALAN KUALA SELANGOR, BATU ARANG",3.3057384+101.4490223,3.3057384,101.4490223,SEMI-D FACTORY,NA,144,2896000,NA,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,48.03,40.38,90.51,78.17,1345.77,273.93,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,3
406,BATU ARANG,2016,5/31/2016,Industrial,"KOTA PUTERI, BANDAR BATU ARANG", OFF JALAN KUALA SELANGOR,"OFF JALAN KUALA SELANGOR, BATU ARANG",3.3057384+101.4490223,3.3057384,101.4490223,SEMI-D FACTORY,646,101,3479000,NA,Selengor,86.1,Town,0.000164071,24075.01,116.18,279.6168409,48.03,40.38,90.51,78.17,1345.77,273.93,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,3
409,BATU ARANG,2017,4/7/17,Residential,KOTA PUTRI BANDAR BARU BATU ARANG,JALAN 12/2A,"JALAN 12/2A, BATU ARANG",2.895091+101.8631549,2.895091,101.8631549,BUNGALOW,5091,84,430000,680,Selengor,86.1,Town,0.000164071,24379.76,120.25,283.1563298,46.88,50.18,42.62,55.6,1207.47,852.42,1201.77,8331.24,315.13,NA,2,3,2,20,17,1,NA,4
411,BATU ARANG,2017,1/11/17,Residential,"KAMPUNG SIMPAH UTARA&SELATAN, BATU ARANG",JALAN ANGKASABATU ARANG,"JALAN ANGKASABATU ARANG, BATU ARANG",2.9129432+101.8693339,2.9129432,101.8693339,BUNGALOW,12400,16,195000,618,Selengor,86.1,Town,0.000164071,24379.76,120.25,283.1563298,44.8,47.45,44.49,54.35,632.67,296.63,704.13,9303.82,NA,498.24,2,2,3,7,3,NA,1,13
412,BERANANG,1999,1/26/1999,Industrial,LION INDUSTRIAL PARK,JALAN PERINDUSTRIAN MAHKOTA 3E,"JALAN PERINDUSTRIAN MAHKOTA 3E, BERANANG",2.895856+101.870142,2.895856,101.870142,TERRACE FACTORY,1604,75,120000,NA,NA,NA,NA,NA,NA,NA,NA,46.38,50.78,42.04,54.98,38.75,132.43,1259.75,8806.96,705.06,148.57,2,2,2,20,3,1,3,8
420,BERANANG,2012,5/30/2012,Commercial,SEMENYIH PARKLANDS,JALAN PARKLANDS 1,"JALAN PARKLANDS 1, BERANANG",2.895856+101.870142,2.895856,101.870142,SHOPLOT,2971,164,1469888,NA,Selengor,110,Town,0.000450834,14318.6,105,130.1690909,46.38,50.78,42.04,54.98,1007.72,132.43,1259.75,8806.96,705.06,148.57,2,2,2,20,3,1,3,8
423,BERANANG,2013,12/18/2013,Industrial,KAWASAN PERUSAHAAN BERANANG, JALAN PERUSAHAAN 2,"JALAN PERUSAHAAN 2, BERANANG",2.915967+101.8641569,2.915967,101.8641569,DETACHED FACTORY,196020,33,6600000,NA,Selengor,110,Town,0.000450834,14660.04,107.1,133.2730909,44.07,47.45,44.48,55.62,38.75,48,52.96,8775.69,NA,85.11,5,2,8,9,1,NA,7,9
440,BERANANG,2014,4/11/14,Industrial,KAWASAN PERUSAHAAN BERANANG, JALAN PERUSAHAAN 1,"JALAN PERUSAHAAN 1, BERANANG",2.9129791+101.8556881,2.9129791,101.8556881,DETACHED FACTORY,108900,70,7620000,NA,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,44.96,47.47,43.27,53.7,1007.72,761.33,945.67,7797.26,NA,NA,5,3,4,10,3,NA,NA,4
450,BERANANG,2014,2/10/14,Residential,TAMAN DESA MAHKOTA,JALAN 4,"JALAN 4, BERANANG",3.2838252+101.7303394,3.2838252,101.7303394,BUNGALOW,5602,50,280000,527,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,24.62,28.27,95.69,82.13,412.04,74.02,5000,7480.61,NA,401.34,2,1,NA,1,0,NA,1,5
453,BERANANG,2014,9/10/14,Residential,BANDAR TASIK KESUMA,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,700,100,70000,700,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
455,BERANANG,2014,5/27/2014,Industrial,KAWASAN PERUSAHAAN BERANANG, JALAN PERUSAHAAN 1,"JALAN PERUSAHAAN 1, BERANANG",2.9129791+101.8556881,2.9129791,101.8556881,DETACHED FACTORY,700,43,8739417,NA,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,44.96,47.47,43.27,53.7,1007.72,761.33,945.67,7797.26,NA,NA,5,3,4,10,3,NA,NA,4
460,BERANANG,2014,4/25/2014,Commercial,BAIDURI,PERSIARAN TASEK KESUMA,"PERSIARAN TASEK KESUMA, BERANANG",2.9786566+101.7732566,2.9786566,101.7732566,SHOP UNIT,764,227,180000,NA,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,28.88,30,52.72,49.95,312.28,40.27,107.35,1968.45,NA,NA,6,4,20,20,20,NA,NA,20
461,BERANANG,2014,9/8/14,Industrial,BANDAR TASIK KESUMA,JALAN KASUMA 2/1BANDAR TASIK KESUMA,"JALAN KASUMA 2/1BANDAR TASIK KESUMA, BERANANG",2.99496+101.7938351,2.99496,101.7938351,DETACHED FACTORY,700,114,6500000,NA,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,26.82,33.62,56.04,60.17,207.17,269.21,350.05,1444.23,639.99,NA,20,3,20,20,20,3,NA,20
466,BERANANG,2014,2/24/2014,Commercial,BERANANG,JALAN SEMENYIH,"JALAN SEMENYIH, BERANANG",2.9667716+101.7894135,2.9667716,101.7894135,SHOPLOT,764,42,80000,NA,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,31.85,34.33,58.88,52.45,100.24,37.76,82.56,1744.97,1074.44,118.41,12,3,20,20,20,1,5,20
470,BERANANG,2014,7/2/14,Residential,BANDAR TASIK KESUMA,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,764,64,45000,700,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
472,BERANANG,2014,1/21/2014,Industrial,LION INDUSTRIAL PARK,JALAN PERINDUSTRIAN MAHKOTA 3/E,"JALAN PERINDUSTRIAN MAHKOTA 3/E, BERANANG",2.9959738+101.7897089,2.9959738,101.7897089,TERRACE FACTORY,764,112,180000,NA,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,25.93,30.43,55.71,57.9,158.21,148.98,63.55,1513.44,248.72,215.03,20,3,20,20,20,3,7,20
473,BERANANG,2014,6/30/2014,Industrial,LION INDUSTRIAL PARK,JALAN PERINDUSTRIAN MAHKOTA 3/E,"JALAN PERINDUSTRIAN MAHKOTA 3/E, BERANANG",2.9959738+101.7897089,2.9959738,101.7897089,TERRACE FACTORY,700,120,193000,NA,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,25.93,30.43,55.71,57.9,158.21,148.98,63.55,1513.44,248.72,215.03,20,3,20,20,20,3,7,20
475,BERANANG,2014,10/16/2014,Residential,MUTIARA,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,700,92,70000,764,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
476,BERANANG,2014,11/7/14,Residential,BANDAR TASIK KESUMA,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,NA,43,30000,700,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
478,BERANANG,2014,9/30/2014,Industrial,LION INDUSTRIAL PARK,JALAN PERINDUSTRIAN MAHKOTA 7,"JALAN PERINDUSTRIAN MAHKOTA 7, BERANANG",2.993518+101.7874058,2.993518,101.7874058,DETACHED FACTORY,NA,287,7000000,NA,Selengor,110,Town,0.000450834,14846.51,110.85,134.9682727,25.99,29.47,54.99,53.8,186.99,274.5,163.02,1285.86,70.14,82.92,20,4,20,20,20,3,8,20
483,BERANANG,2015,6/25/2015,Residential,BANDAR TASIK KESUMA,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,NA,105,80000,764,Selengor,110,Town,0.000450834,15039.48,114.35,136.7225455,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
489,BERANANG,2015,7/20/2015,Industrial,LION INDUSTRIAL PARK,JALAN PERINDUSTRIAN MAHKOTA 5,"JALAN PERINDUSTRIAN MAHKOTA 5, BERANANG",2.9967406+101.8147606,2.9967406,101.8147606,DETACHED FACTORY,NA,93,18500000,NA,Selengor,110,Town,0.000450834,15039.48,114.35,136.7225455,31.29,33.43,51.05,54.85,1509.3,118.51,364.86,3127.93,NA,NA,1,2,20,20,8,NA,NA,18
501,BERANANG,2015,12/2/15,Residential,TAMAN DESA MAHKOTA,JALAN 4,"JALAN 4, BERANANG",3.2838252+101.7303394,3.2838252,101.7303394,BUNGALOW,NA,63,350000,680,Selengor,110,Town,0.000450834,15039.48,114.35,136.7225455,24.62,28.27,95.69,82.13,412.04,74.02,5000,7480.61,NA,401.34,2,1,NA,1,0,NA,1,5
509,BERANANG,2015,1/12/15,Commercial,TAMAN PELANGI SEMENYIH 2,PHASE 1E A,"PHASE 1E A, BERANANG",2.9909431+101.8154657,2.9909431,101.8154657,SHOPLOT,NA,330,982000,NA,Selengor,110,Town,0.000450834,15039.48,114.35,136.7225455,30.03,32.73,52.32,56.72,885.45,90.63,298.81,2927.21,NA,NA,1,2,16,20,11,NA,NA,20
511,BERANANG,2016,3/2/16,Industrial,KAWASAN PERUSAHAAN BERANANG,JL PERUSAHAAN 4,"JL PERUSAHAAN 4, BERANANG",2.9827743+101.7836005,2.9827743,101.7836005,DETACHED FACTORY,NA,87,8000000,NA,Selengor,110,Town,0.000450834,15332.69,116.18,139.3880909,30.64,33.88,54.49,53.83,479.45,280.09,59.38,774.88,1298.43,384.89,20,4,20,20,6,3,4,20
512,BERANANG,2016,9/26/2016,Residential,SEMENYIH PARKLANDS,JALAN PARKLANDS 6,"JALAN PARKLANDS 6, BERANANG",2.9790284+101.7913099,2.9790284,101.7913099,TERRACE HOUSE,936,320,520000,NA,Selengor,110,Town,0.000450834,15332.69,116.18,139.3880909,36.43,35.65,60.28,55.6,471.38,187.37,405.07,384.99,1658.64,168.49,20,4,20,20,20,3,6,20
513,BERANANG,2016,8/15/2016,Residential,SEMENYIH PARKLANDS,JALAN PARKLANDS 7,"JALAN PARKLANDS 7, BERANANG",2.9752855+101.8219686,2.9752855,101.8219686,TERRACE HOUSE,NA,289,470000,NA,Selengor,110,Town,0.000450834,15332.69,116.18,139.3880909,35.19,38.72,49.39,56.07,742.2,288.2,323.88,3580.37,736.25,439.78,2,3,14,20,13,2,2,12
518,BERANANG,2016,11/7/16,Commercial,TAMAN PELANGI SEMENYIH 2,JALAN TPS 2/2,"JALAN TPS 2/2, BERANANG",3.0156238+101.806094,3.0156238,101.806094,SHOPLOT,NA,329,1050000,NA,Selengor,110,Town,0.000450834,15332.69,116.18,139.3880909,28.15,34.53,53.79,58.63,1682.46,235.26,702.57,4081.2,NA,191.71,1,2,6,20,7,NA,4,20
521,BERANANG,2016,4/12/16,Industrial,KAWASAN PERUSAHAAN BERANANG, JL PERUSAHAAN 3,"JL PERUSAHAAN 3, BERANANG",2.8961484+101.7812213,2.8961484,101.7812213,DETACHED FACTORY,936,120,10650000,NA,Selengor,110,Town,0.000450834,15332.69,116.18,139.3880909,45.94,44.82,40.16,46.77,719.29,308.44,1030.26,1045.11,1614.78,NA,1,4,7,16,3,2,NA,1
525,BERANANG,2016,4/4/16,Residential,MUTIARA,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,NA,110,84000,764,Selengor,110,Town,0.000450834,15332.69,116.18,139.3880909,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
526,BERANANG,2016,7/1/16,Residential,SEMENYIH PARKLANDS,JALAN PARKLANDS 2,"JALAN PARKLANDS 2, BERANANG",2.9938792+101.8124488,2.9938792,101.8124488,TERRACE HOUSE,NA,228,370000,NA,Selengor,110,Town,0.000450834,15332.69,116.18,139.3880909,30.15,33.23,52.44,57.2,1174.33,388.95,367.33,2748.11,NA,NA,1,2,20,20,15,NA,NA,14
529,BERANANG,2016,12/14/2016,Residential,TAMAN DESA MAHKOTA,JALAN 8,"JALAN 8, BERANANG",2.9976889+101.8054028,2.9976889,101.8054028,BUNGALOW,NA,88,350000,680,Selengor,110,Town,0.000450834,15332.69,116.18,139.3880909,29.98,33.57,53.21,62.47,82.1,644.75,143.55,2370.03,1957.27,185.91,20,2,20,20,13,3,1,20
537,BERANANG,2017,6/22/2017,Residential,BANDAR TASIK KESUMA,JALAN KESUMA 1/12,"JALAN KESUMA 1/12, BERANANG",3.0060931+101.7640064,3.0060931,101.7640064,TERRACE HOUSE,936,336,320000,951,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,25.51,34.72,57.54,56.55,434.4,517.61,724.46,3958.26,NA,NA,1,4,4,20,2,NA,NA,20
538,BERANANG,2017,7/24/2017,Residential,BANDAR TASIK KESUMA,JALAN KESUMA 6/1J,"JALAN KESUMA 6/1J, BERANANG",3.0100859+101.7883502,3.0100859,101.7883502,TERRACE HOUSE,NA,274,350000,NA,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,27.45,31.13,55.09,60.2,263.49,306.43,707.46,12000,1744.44,NA,20,NA,9,20,20,NA,NA,18
541,BERANANG,2017,7/18/2017,Residential,BAIDURI,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,NA,115,88000,764,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
544,BERANANG,2017,7/6/17,Residential,BAIDURI,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,NA,96,67000,700,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
545,BERANANG,2017,7/25/2017,Residential,BANDAR TASIK KESUMA,JALAN KESUMA 7/19,"JALAN KESUMA 7/19, BERANANG",2.9871032+101.4663496,2.9871032,101.4663496,TERRACE HOUSE,936,232,320000,NA,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,40.76,38.9,69.09,56.83,82.1,3945.08,86.75,12000,249.1,NA,2,NA,13,20,19,1,NA,2
547,BERANANG,2017,7/20/2017,Residential,TAMAN PELANGI SEMENYIH 2,JALAN 2/27,"JALAN 2/27, BERANANG",2.9530535+101.3881901,2.9530535,101.3881901,SEMI-D,NA,253,760000,NA,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,51.46,51.8,79.79,69.73,434.4,70.43,5000,12000,NA,NA,2,NA,NA,20,9,NA,NA,3
553,BERANANG,2017,5/15/2017,Residential,TAMAN PELANGI SEMENYIH 2,JALAN TPS 2/14,"JALAN TPS 2/14, BERANANG",3.0048336+101.4734677,3.0048336,101.4734677,SEMI-D,NA,259,725000,NA,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,41.5,43.48,69.83,61.42,1064.28,2909.19,869.06,12000,477.85,338.98,3,NA,9,20,14,2,2,10
557,BERANANG,2017,6/20/2017,Residential,BAIDURI,PERSIARAN TASIK KESUMA,"PERSIARAN TASIK KESUMA, BERANANG",2.9213062+101.7588681,2.9213062,101.7588681,FLAT,957,109,76000,700,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,35.24,35.37,40.79,46.58,1039.42,82.53,1394.08,3579.62,1991.75,NA,2,4,3,10,8,1,NA,20
562,BERANANG,2017,2/24/2017,Commercial,BANDAR TASIK KESUMA,JALAN KESUMA 3/11,"JALAN KESUMA 3/11, BERANANG",2.9948035+101.5136035,2.9948035,101.5136035,SHOPLOT,NA,269,1800000,NA,Selengor,110,Town,0.000450834,15526.77,120.25,141.1524545,35.53,36.92,63.86,54.85,1320.04,583.68,928.03,12000,1304.25,NA,16,NA,11,20,18,NA,NA,14
616,GOMBAK,2014,6/13/2014,Commercial,TAMAN MUTIARA GOMBAK,JALAN GOMBAK,"JALAN GOMBAK, GOMBAK",3.0482585+101.4466198,3.0482585,101.4466198,SHOPLOT,NA,354,1500000,NA,Selengor,784.95,Town,3.41E-05,55999.98,110.85,71.34209822,36.66,38.55,68.66,62.92,232.22,533.65,68.1,12000,575.68,146.36,20,NA,20,20,20,2,6,20
618,GOMBAK,2014,3/17/2014,Commercial,TAMAN CEMERLANG,11A11BJALAN TC 2A/1,"11A11BJALAN TC 2A/1, GOMBAK",2.9650578+101.4623117,2.9650578,101.4623117,SHOPLOT,969,258,1200000,NA,Selengor,784.95,Town,3.41E-05,55999.98,110.85,71.34209822,44.75,44.92,73.08,62.85,854.38,347.62,841.45,7928.31,1098.81,NA,NA,7,4,19,15,1,NA,3
641,GOMBAK,2015,8/28/2015,Commercial,TAMAN MUTIARA GOMBAK,PINGGIRAN MUTIARA UTAMA,"PINGGIRAN MUTIARA UTAMA, GOMBAK",2.9816865+101.3499455,2.9816865,101.3499455,SHOPLOT,NA,366,1550000,NA,Selengor,784.95,Town,3.41E-05,56727.85,114.35,72.26938022,55.75,53.45,84.08,71.38,4873.67,689.17,5000,5020.26,NA,383.42,NA,3,NA,3,1,NA,1,3
678,GOMBAK,2017,1/18/2017,Commercial,SRI HARMONIS,JALAN GOMBAK,"JALAN GOMBAK, GOMBAK",3.0482585+101.4466198,3.0482585,101.4466198,SHOP UNIT,NA,302,400000,NA,Selengor,784.95,Town,3.41E-05,58565.9,120.25,74.61099433,36.66,38.55,68.66,62.92,232.22,533.65,68.1,12000,575.68,146.36,20,NA,20,20,20,2,6,20
688,GOMBAK,2017,5/8/17,Commercial,TAMAN MUTIARA GOMBAK,PINGGIRAN MUTIARA UTAMA,"PINGGIRAN MUTIARA UTAMA, GOMBAK",2.9816865+101.3499455,2.9816865,101.3499455,SHOPLOT,NA,389,1650000,NA,Selengor,784.95,Town,3.41E-05,58565.9,120.25,74.61099433,55.75,53.45,84.08,71.38,4873.67,689.17,5000,5020.26,NA,383.42,NA,3,NA,3,1,NA,1,3
707,KAJANG,2010,9/30/2010,Commercial,PEARL AVENUE,JALAN PASIR EMAS,"JALAN PASIR EMAS, KAJANG",2.9978946+101.4427748,2.9978946,101.4427748,SHOP UNIT,NA,563,1140000,NA,Selengor,235.71,Town,8.05E-05,450667.8,100,1911.958763,44.44,43.18,72.76,61.12,717.65,54.77,92.84,4388.52,1510.74,400.89,11,8,20,20,9,2,4,19
709,KAJANG,2012,5/28/2012,Commercial,TKS BUSINESS CENTRE,KOMPLEKS SENTRAL POINTJALAN TKS 1,"KOMPLEKS SENTRAL POINTJALAN TKS 1, KAJANG",3.0535849+101.4681573,3.0535849,101.4681573,SHOP UNIT,NA,690,740000,NA,Selengor,235.71,Town,8.05E-05,495741.3,105,2103.183149,33.98,33.93,65.98,58.3,666.97,3540.72,186.14,1990.11,1056.05,NA,5,8,16,20,0,1,NA,18
719,KAJANG,2013,7/10/13,Industrial,TAMAN SRI JELOK,JALAN INDAH,"JALAN INDAH, KAJANG",3.0266111+101.4207182,3.0266111,101.4207182,TERRACE FACTORY,NA,271,650000,NA,Selengor,235.71,Town,8.05E-05,518278.1,107.1,2198.795554,39.78,38.5,71.79,62.87,618.36,238.51,851.43,939.64,1176.52,257.84,20,8,17,20,0,1,3,6
720,KAJANG,2013,12/20/2013,Commercial,TAMAN ANGGERIK PERDANA,JALAN ANGGERIK PERDANA 1,"JALAN ANGGERIK PERDANA 1, KAJANG",2.9795185+101.4121819,2.9795185,101.4121819,OFFICE,NA,188,270000,NA,Selengor,235.71,Town,8.05E-05,518278.1,107.1,2198.795554,48.94,48.23,77.27,66.17,511.4,772.72,1262.83,3227.05,NA,NA,NA,7,4,20,20,NA,NA,4
730,KAJANG,2013,6/19/2013,Industrial,JADE HILLS,JADE INDUSTRIAL PARK,"JADE INDUSTRIAL PARK, KAJANG",2.9768327+101.3496685,2.9768327,101.3496685,SEMI-D FACTORY,NA,447,4500000,NA,Selengor,235.71,Town,8.05E-05,518278.1,107.1,2198.795554,55.37,52.45,83.7,70.38,4613.21,430.87,5000,5286.46,NA,NA,NA,3,NA,5,0,NA,NA,2
736,KAJANG,2013,7/10/13,Industrial,TAMAN SRI JELOK,JALAN INDAH,"JALAN INDAH, KAJANG",3.0266111+101.4207182,3.0266111,101.4207182,TERRACE FACTORY,646,271,650000,NA,Selengor,235.71,Town,8.05E-05,518278.1,107.1,2198.795554,39.78,38.5,71.79,62.87,618.36,238.51,851.43,939.64,1176.52,257.84,20,8,17,20,0,1,3,6
